0 0.901524 0.0205482
1 0.90022 0.0172041
2 0.876407 0.0237312
3 0.878493 0.0200963
4 0.879625 0.0163323
5 0.878558 0.0144567
6 0.87828 0.0162268
7 0.876308 0.0146752
8 0.878404 0.0139759
9 0.871615 0.0146009
10 0.874156 0.0135427
11 0.874905 0.0128289
12 0.874313 0.0123729
13 0.873458 0.0124121
14 0.873669 0.0121839
15 0.874269 0.0117564
16 0.872564 0.0114609
17 0.87329 0.0109039
18 0.873954 0.010446
19 0.872442 0.0103983
20 0.873987 0.0100373
21 0.873063 0.00982848
22 0.87385 0.00949607
23 0.873827 0.00915826
24 0.872469 0.00890007
25 0.872855 0.00874671
26 0.874274 0.00877397
27 0.873316 0.00862446
28 0.871929 0.00864284
29 0.873491 0.00853827
30 0.873351 0.0084052
31 0.872669 0.00819605
32 0.873513 0.00827275
33 0.873447 0.00812365
34 0.873359 0.00794828
35 0.873091 0.00782727
36 0.872806 0.00771135
37 0.873177 0.00752379
38 0.872486 0.00747899
39 0.871745 0.0073378
40 0.872495 0.0074032
41 0.872696 0.00725423
42 0.871536 0.00722663
43 0.870864 0.00713494
44 0.872129 0.00715762
45 0.871832 0.00702034
46 0.871188 0.00690608
47 0.871446 0.00680896
48 0.87144 0.00671532
49 0.871085 0.00666148
