0 -0.782741 0.00484909
1 -0.782361 0.00494298
2 -0.781571 0.00466008
3 -0.787171 0.00441827
4 -0.788284 0.00424173
5 -0.788934 0.00422037
6 -0.785592 0.00422366
7 -0.785836 0.00381365
8 -0.785012 0.00351729
9 -0.785387 0.0046451
10 -0.783071 0.00385784
11 -0.786107 0.00440551
12 -0.787415 0.00408236
13 -0.784196 0.00374203
14 -0.784304 0.00392102
15 -0.787306 0.0034413
16 -0.786477 0.0035941
17 -0.784334 0.00335609
18 -0.782848 0.003261
19 -0.786268 0.00366977
20 -0.785692 0.0038407
21 -0.785139 0.00405751
22 -0.783173 0.00448962
23 -0.781829 0.00456547
24 -0.78197 0.00400529
25 -0.780066 0.00392553
26 -0.777817 0.00381699
27 -0.778531 0.00349899
28 -0.778178 0.00385627
29 -0.776218 0.0042221
30 -0.775775 0.00400436
31 -0.77859 0.00347825
32 -0.777979 0.00298515
33 -0.773876 0.00289633
34 -0.775821 0.00270743
35 -0.776032 0.00316464
36 -0.774169 0.00346806
37 -0.77713 0.0025413
38 -0.775648 0.00218177
39 -0.774778 0.00260323
40 -0.774821 0.00295881
41 -0.775552 0.00353538
42 -0.774878 0.00324541
43 -0.775164 0.00290558
44 -0.773819 0.00338244
45 -0.770728 0.00346066
46 -0.772254 0.00345561
47 -0.774392 0.00350219
48 -0.773275 0.00382147
49 -0.775302 0.00338382
50 -0.776475 0.00349386
51 -0.778623 0.00359193
52 -0.780706 0.00341209
53 -0.781188 0.00328066
54 -0.780936 0.00319335
55 -0.781462 0.00327887
56 -0.779024 0.00325078
57 -0.776535 0.00296874
58 -0.777459 0.00353462
59 -0.775549 0.0038843
60 -0.779672 0.00386853
61 -0.783068 0.00376014
62 -0.781911 0.00367694
63 -0.784713 0.00356945
64 -0.783618 0.0038944
65 -0.783172 0.00367729
66 -0.784277 0.00410892
67 -0.783018 0.00364814
68 -0.781693 0.00376639
69 -0.781331 0.00328424
70 -0.781683 0.0035284
71 -0.781198 0.00323279
72 -0.782601 0.00260659
73 -0.781717 0.00252386
74 -0.781693 0.00249969
75 -0.784082 0.00273498
76 -0.78354 0.00274184
77 -0.78242 0.00275076
78 -0.78343 0.00291298
79 -0.781264 0.00237299
80 -0.782496 0.0023734
81 -0.780697 0.00244681
82 -0.784166 0.00233827
83 -0.784304 0.0025493
84 -0.784614 0.00270973
85 -0.784591 0.0026706
86 -0.784687 0.00364116
87 -0.782797 0.00345107
88 -0.780233 0.0038168
89 -0.780803 0.00384131
90 -0.779993 0.00405562
91 -0.778884 0.00412635
92 -0.780923 0.00372391
93 -0.782306 0.00306386
94 -0.784322 0.00304804
95 -0.783109 0.00338467
96 -0.785437 0.00228683
97 -0.784606 0.00250183
98 -0.785525 0.00244728
99 -0.78503 0.00263042
100 -0.783494 0.00245179
101 -0.780009 0.00246483
102 -0.779694 0.00280867
103 -0.777623 0.0028629
104 -0.776272 0.00244245
105 -0.776942 0.00219037
106 -0.779479 0.00258246
107 -0.776834 0.00243047
108 -0.774401 0.00347858
109 -0.775885 0.0030305
110 -0.773392 0.00365652
111 -0.775966 0.00352088
112 -0.776756 0.00382595
113 -0.778207 0.0034582
114 -0.780152 0.00335263
115 -0.780244 0.00363351
116 -0.779307 0.0036476
117 -0.780815 0.00349202
118 -0.781404 0.0034983
119 -0.782345 0.00375316
120 -0.780481 0.00399063
121 -0.782604 0.00319321
122 -0.77862 0.00332835
123 -0.781713 0.00338678
124 -0.781882 0.00312807
125 -0.781896 0.00323279
126 -0.782424 0.00321456
127 -0.784308 0.00288775
128 -0.78181 0.00313171
129 -0.784558 0.00299819
130 -0.7839 0.00323047
131 -0.7841 0.0035573
132 -0.784417 0.00324993
133 -0.785814 0.00365798
134 -0.7845 0.00369782
135 -0.783196 0.0039663
136 -0.78455 0.00381565
137 -0.783088 0.00352757
138 -0.78518 0.00329733
139 -0.783819 0.00311381
140 -0.783202 0.00305177
141 -0.781005 0.00354114
142 -0.782335 0.00308493
143 -0.782995 0.00308966
144 -0.78192 0.00295201
145 -0.781305 0.00305916
146 -0.781956 0.00288001
147 -0.781344 0.00308994
148 -0.784825 0.00308167
149 -0.784256 0.00328872
150 -0.784709 0.0028569
151 -0.784418 0.00270982
152 -0.784444 0.00238752
153 -0.783914 0.00239089
154 -0.782297 0.0026347
155 -0.782163 0.00296454
156 -0.782481 0.00281392
157 -0.782418 0.00376779
158 -0.781993 0.0034784
159 -0.780194 0.00320431
160 -0.779548 0.0029449
161 -0.77785 0.00312261
162 -0.77899 0.00316415
163 -0.778984 0.00288783
164 -0.780503 0.00317236
165 -0.782247 0.00270454
166 -0.782911 0.00299257
167 -0.781347 0.00303841
168 -0.780617 0.00347323
169 -0.778319 0.00369613
170 -0.779417 0.00339506
171 -0.778161 0.00248774
172 -0.779756 0.00213725
173 -0.778567 0.00239886
174 -0.779265 0.00260931
175 -0.778946 0.00291147
176 -0.77952 0.00316836
177 -0.778672 0.00326612
178 -0.779749 0.00338583
179 -0.780345 0.00358479
180 -0.782947 0.00296466
181 -0.78355 0.00283567
182 -0.782865 0.00319988
183 -0.781484 0.00281618
184 -0.781226 0.00282573
185 -0.781815 0.00279361
186 -0.781505 0.00256409
187 -0.7803 0.00271959
188 -0.782757 0.0029032
189 -0.78202 0.00311506
190 -0.780356 0.00300223
191 -0.783275 0.00345083
192 -0.78212 0.00343244
193 -0.782064 0.0037269
194 -0.781562 0.00369654
195 -0.778001 0.00404309
196 -0.78023 0.00425656
197 -0.778833 0.00465102
198 -0.779036 0.00443172
199 -0.779884 0.00336592
200 -0.779532 0.003301
201 -0.780537 0.00367168
202 -0.778419 0.00406247
203 -0.77935 0.00393338
204 -0.777371 0.00396384
205 -0.77792 0.00367378
206 -0.781849 0.00315808
207 -0.781767 0.00280278
208 -0.780391 0.00290452
209 -0.77866 0.0029865
210 -0.779095 0.00321174
211 -0.780424 0.00314703
212 -0.781034 0.0028308
213 -0.781409 0.00279959
214 -0.781023 0.00251096
215 -0.7798 0.00301895
216 -0.780842 0.00307513
217 -0.781138 0.00300168
218 -0.782355 0.00306979
219 -0.782874 0.00315609
220 -0.785491 0.00301406
221 -0.786605 0.00253984
222 -0.789792 0.0025156
223 -0.788518 0.00264944
224 -0.788835 0.00319962
225 -0.788161 0.00325289
226 -0.787406 0.0027988
227 -0.784697 0.00259584
228 -0.785404 0.0026631
229 -0.782186 0.00291036
230 -0.783239 0.0025089
231 -0.781818 0.00281762
232 -0.784393 0.00202075
233 -0.787195 0.00234815
234 -0.782801 0.00259656
235 -0.78326 0.00327574
236 -0.782578 0.00299571
237 -0.783436 0.00299032
238 -0.784407 0.00330969
239 -0.785626 0.0032297
240 -0.787562 0.002796
241 -0.784672 0.00290068
242 -0.786619 0.00318811
243 -0.786883 0.00270913
244 -0.78605 0.00244952
245 -0.787053 0.00273707
246 -0.785182 0.00361966
247 -0.78703 0.0035253
248 -0.787969 0.00384485
249 -0.788916 0.00396261
250 -0.788104 0.00404064
251 -0.789525 0.00373031
252 -0.787666 0.00405462
253 -0.788435 0.00308197
254 -0.786716 0.00335003
255 -0.788918 0.00298076
256 -0.786258 0.00380051
257 -0.787305 0.00442966
258 -0.787928 0.00441244
259 -0.785168 0.00396398
260 -0.784488 0.00412712
261 -0.786139 0.0041974
262 -0.784875 0.00399232
263 -0.785381 0.00363763
264 -0.786408 0.00335795
265 -0.788841 0.0031673
266 -0.789743 0.00338325
267 -0.790696 0.00332721
268 -0.788624 0.00295959
269 -0.787486 0.00343734
270 -0.78509 0.00287131
271 -0.78418 0.00259304
272 -0.787215 0.00271601
273 -0.788535 0.00210859
274 -0.788363 0.00280125
275 -0.785939 0.00258332
276 -0.783071 0.00294796
277 -0.785153 0.00363187
278 -0.785009 0.00415848
279 -0.784281 0.00350652
280 -0.784175 0.00320712
281 -0.784128 0.00348769
282 -0.786604 0.00341656
283 -0.78762 0.00306798
284 -0.789386 0.00264319
285 -0.787102 0.00258606
286 -0.786876 0.00300238
287 -0.786292 0.0039748
288 -0.785571 0.00364357
289 -0.785929 0.00389096
290 -0.785454 0.00449206
291 -0.783037 0.00424238
292 -0.783198 0.00449079
293 -0.785274 0.00408022
294 -0.784238 0.00446205
295 -0.78326 0.0047027
296 -0.785926 0.00377683
297 -0.785432 0.0034659
298 -0.786704 0.0032765
299 -0.788262 0.00386583
